gene,isoform,partner,dIF,partner_dIF,gene_expression,first_exon_differs,last_exon_differs,internal_junction_differs,first_exons_disjoint,last_exons_disjoint,tss_distance_bp,tes_distance_bp,same_tss_id,n_exons_sw,n_exons_partner,cc_sw,cc_partner,novel,event_class
TMEM218,TCONS_00060389,TCONS_00059340,0.1882,-0.0555666666666667,"<bound method Series.ge of gname                TMEM218
gene_id          XLOC_010628
isoform_id    TCONS_00060389
oId                PB.3786.3
cc                         j
dIF                   0.1882
is_sw                   True
ge                 76.371735
v1                  3.022067
v2                 11.668931
IF1                 0.086733
IF2                 0.274933
Name: 208, dtype: object>",True,True,True,False,False,14,9,True,5,5,j,j,True,internal_splicing_only
TMEM52B,TCONS_00062127,TCONS_00077896,-0.248333333333333,0.139466666666667,"<bound method Series.ge of gname                TMEM52B
gene_id          XLOC_010885
isoform_id    TCONS_00062127
oId                PB.3582.2
cc                         =
dIF                -0.248333
is_sw                   True
ge                 26.468668
v1                   7.90556
v2                   7.09106
IF1                 0.716233
IF2                   0.4679
Name: 212, dtype: object>",True,True,False,True,True,14136,16293,False,2,2,=,j,False,pure_promoter_switch
TMEM63B,TCONS_00252654,TCONS_00252656,0.234633333333333,-0.2444,"<bound method Series.ge of gname                    TMEM63B
gene_id              XLOC_045100
isoform_id        TCONS_00252654
oId           ENST00000259746.13
cc                             =
dIF                     0.234633
is_sw                       True
ge                     85.179049
v1                      6.046314
v2                     25.059764
IF1                         0.21
IF2                     0.444633
Name: 755, dtype: object>",True,False,False,True,False,640,0,False,24,24,=,=,False,terminal_other
TMEM63B,TCONS_00252656,TCONS_00252654,-0.2444,0.234633333333333,"<bound method Series.ge of gname                    TMEM63B
gene_id              XLOC_045100
isoform_id        TCONS_00252656
oId           ENST00000323267.11
cc                             =
dIF                      -0.2444
is_sw                       True
ge                     85.179049
v1                     10.641583
v2                      7.023424
IF1                     0.368467
IF2                     0.124067
Name: 756, dtype: object>",True,False,False,True,False,640,0,False,24,24,=,=,False,terminal_other
TMIGD3,TCONS_00016376,TCONS_00029107,-0.1529,0.0615666666666667,"<bound method Series.ge of gname                 TMIGD3
gene_id          XLOC_003920
isoform_id    TCONS_00016376
oId                PB.976.17
cc                         =
dIF                  -0.1529
is_sw                   True
ge                 42.942763
v1                  5.650973
v2                  0.681421
IF1                 0.199633
IF2                 0.046733
Name: 83, dtype: object>",True,True,True,True,True,13106,16077,False,2,5,=,c,False,promoter_plus_internal
TPMT,TCONS_00265210,TCONS_00261996,-0.154666666666667,0.155433333333333,"<bound method Series.ge of gname                   TPMT
gene_id          XLOC_046117
isoform_id    TCONS_00265210
oId               PB.15884.1
cc                         j
dIF                -0.154667
is_sw                   True
ge                 20.290264
v1                  1.215031
v2                       0.0
IF1                 0.154667
IF2                      0.0
Name: 784, dtype: object>",True,True,False,False,False,8,0,True,10,10,j,j,True,terminal_other
TTC38,TCONS_00198173,TCONS_00201407,-0.164733333333333,0.0869666666666667,"<bound method Series.ge of gname                     TTC38
gene_id             XLOC_035198
isoform_id       TCONS_00198173
oId           ENST00000381031.8
cc                            =
dIF                   -0.164733
is_sw                      True
ge                     24.73264
v1                     6.225858
v2                     9.026632
IF1                    0.725667
IF2                    0.560933
Name: 625, dtype: object>",True,True,True,False,False,13,13,True,14,15,=,j,False,internal_splicing_only
TTC9C,TCONS_00046079,TCONS_00059599,0.179033333333333,-0.120166666666667,"<bound method Series.ge of gname                  TTC9C
gene_id          XLOC_008309
isoform_id    TCONS_00046079
oId                PB.3471.2
cc                         =
dIF                 0.179033
is_sw                   True
ge                   37.4834
v1                  7.351478
v2                   5.66484
IF1                 0.289167
IF2                   0.4682
Name: 171, dtype: object>",True,True,False,True,False,381,13,False,3,4,=,j,False,terminal_other
TXNL4B,TCONS_00117874,TCONS_00121145,-0.246633333333333,0.1774,"<bound method Series.ge of gname                 TXNL4B
gene_id          XLOC_021363
isoform_id    TCONS_00117874
oId                PB.6503.2
cc                         =
dIF                -0.246633
is_sw                   True
ge                  26.20787
v1                  8.419688
v2                  6.806438
IF1                    0.723
IF2                 0.476367
Name: 333, dtype: object>",True,True,False,True,False,2958,1456,False,4,3,=,c,False,pure_promoter_switch
TXNL4B,TCONS_00121145,TCONS_00117874,0.1774,-0.246633333333333,"<bound method Series.ge of gname                 TXNL4B
gene_id          XLOC_021363
isoform_id    TCONS_00121145
oId                PB.7539.3
cc                         c
dIF                   0.1774
is_sw                   True
ge                  26.20787
v1                   2.88271
v2                  6.179218
IF1                   0.2438
IF2                   0.4212
Name: 335, dtype: object>",True,True,False,True,False,2958,1456,False,3,4,c,=,True,pure_promoter_switch
USP18,TCONS_00195824,TCONS_00201511,-0.165566666666667,0.149666666666667,"<bound method Series.ge of gname                  USP18
gene_id          XLOC_034636
isoform_id    TCONS_00195824
oId               PB.10528.1
cc                         =
dIF                -0.165567
is_sw                   True
ge                 152.05986
v1                   1.33145
v2                  2.826968
IF1                 0.185467
IF2                   0.0199
Name: 589, dtype: object>",True,False,True,True,False,18057,0,False,11,6,=,c,False,promoter_plus_internal
UTS2,TCONS_00011940,TCONS_00023387,0.176833333333333,-0.1602,"<bound method Series.ge of gname                      UTS2
gene_id             XLOC_002833
isoform_id       TCONS_00011940
oId           ENST00000377507.8
cc                            =
dIF                    0.176833
is_sw                      True
ge                   235.891261
v1                     22.74528
v2                    89.563727
IF1                      0.3466
IF2                    0.523433
Name: 37, dtype: object>",True,True,True,True,True,27571,68258,False,8,5,=,j,False,promoter_plus_internal
UTS2,TCONS_00023387,TCONS_00011940,-0.1602,0.176833333333333,"<bound method Series.ge of gname                   UTS2
gene_id          XLOC_002833
isoform_id    TCONS_00023387
oId                  PB.72.5
cc                         j
dIF                  -0.1602
is_sw                   True
ge                235.891261
v1                 15.273814
v2                 11.901619
IF1                 0.231567
IF2                 0.071367
Name: 41, dtype: object>",True,True,True,True,True,27571,68258,False,5,8,j,=,True,promoter_plus_internal
XLOC_051298,TCONS_00292988,TCONS_00290667,-0.1579,0.117733333333333,"<bound method Series.ge of gname            XLOC_051298
gene_id          XLOC_051298
isoform_id    TCONS_00292988
oId               PB.18827.1
cc                         x
dIF                  -0.1579
is_sw                   True
ge                 14.859205
v1                  0.889353
v2                  9.973847
IF1                 0.877533
IF2                 0.719633
Name: 869, dtype: object>",True,True,False,False,True,271,33518,False,3,3,x,x,True,terminal_other
ZC3HAV1,TCONS_00276349,TCONS_00278630,-0.202066666666667,0.110433333333333,"<bound method Series.ge of gname                    ZC3HAV1
gene_id              XLOC_050046
isoform_id        TCONS_00276349
oId           ENST00000242351.10
cc                             =
dIF                    -0.202067
is_sw                       True
ge                    272.372286
v1                     20.221109
v2                    155.496202
IF1                       0.8279
IF2                     0.625833
Name: 844, dtype: object>",True,True,True,True,True,35723,16830,False,13,3,=,c,False,promoter_plus_internal
ZDHHC21,TCONS_00297982,TCONS_00302207,-0.162666666666667,0.1386,"<bound method Series.ge of gname                   ZDHHC21
gene_id             XLOC_053892
isoform_id       TCONS_00297982
oId           ENST00000380916.9
cc                            =
dIF                   -0.162667
is_sw                      True
ge                    13.715242
v1                     3.967813
v2                     2.893416
IF1                    0.583167
IF2                      0.4205
Name: 877, dtype: object>",True,True,True,False,False,149,4464,False,10,9,=,j,False,internal_splicing_only
ZGRF1,TCONS_00234750,TCONS_00230111,-0.1528,0.0838333333333333,"<bound method Series.ge of gname                  ZGRF1
gene_id          XLOC_041035
isoform_id    TCONS_00234750
oId               PB.14402.2
cc                         c
dIF                  -0.1528
is_sw                   True
ge                 12.220876
v1                  2.409232
v2                  0.863939
IF1                 0.331167
IF2                 0.178367
Name: 723, dtype: object>",True,True,True,True,True,83037,80100,False,7,6,c,=,True,promoter_plus_internal
ZNF674-AS1,TCONS_00305428,TCONS_00312916,0.169133333333333,-0.0770666666666667,"<bound method Series.ge of gname                ZNF674-AS1
gene_id             XLOC_055232
isoform_id       TCONS_00305428
oId           ENST00000276055.4
cc                            =
dIF                    0.169133
is_sw                      True
ge                    57.142801
v1                     7.382684
v2                    39.696661
IF1                    0.686367
IF2                      0.8555
Name: 917, dtype: object>",True,True,True,True,False,28241,317,False,2,4,=,j,False,promoter_plus_internal
ZP3,TCONS_00268164,TCONS_00277422,0.228166666666667,-0.0696,"<bound method Series.ge of gname                    ZP3
gene_id          XLOC_048112
isoform_id    TCONS_00268164
oId               PB.14959.3
cc                         =
dIF                 0.228167
is_sw                   True
ge                 29.746557
v1                  5.450616
v2                 15.805684
IF1                 0.561333
IF2                   0.7895
Name: 824, dtype: object>",True,True,False,True,False,208,4,False,4,4,=,j,False,terminal_other
